RecordID,Timestamp,Computer,Channel,Provider,EventID,Severity,TaskCategory,AccountName,AccountDomain,TargetUserName,TargetDomainName,LogonType,IpAddress,WorkstationName,ProcessName,ParentProcessName,CommandLine,ObjectName,ServiceName,ShareName,Status,SubStatus,FailureReason,PrivilegeList,GroupName,SubjectUserName,SourcePort,DestinationIp,DestinationPort,Protocol,RuleName,Message
100074,5/1/2026 15:43,VPN-GW01,Security,Microsoft-Windows-Security-Auditing,4768,Information,Kerberos Authentication Service,j.smith,CORP,j.smith,CORP,-,192.168.1.55,VPN-GW01,-,-,-,-,-,-,0x0,-,-,-,-,j.smith,48483,-,-,-,-,A Kerberos authentication ticket was requested.
100075,5/1/2026 15:50,VPN-GW01,Security,Microsoft-Windows-Security-Auditing,4624,Information,Logon,a.patel,WHEELIEGOOD,a.patel,WHEELIEGOOD,10,203.0.113.77,JUMP01,-,-,-,-,-,\\FILE01\HR,0x0,-,-,-,-,a.patel,6525,-,-,-,-,An account was successfully logged on.
100076,5/1/2026 15:55,WS-ENG-014,Security,Microsoft-Windows-Security-Auditing,4768,Information,Kerberos Authentication Service,admin.casey,WHEELIEGOOD,admin.casey,WHEELIEGOOD,-,10.10.5.23,WS-HR-003,-,-,-,-,-,\\APP01\Deploy,0x0,-,-,-,-,admin.casey,14895,-,-,-,-,A Kerberos authentication ticket was requested.
100077,5/1/2026 16:02,APP01,Security,Microsoft-Windows-Security-Auditing,4769,Information,Kerberos Service Ticket Operations,svc_backup,CORP,svc_backup,CORP,-,172.16.4.11,-,-,-,-,-,-,\\APP01\Deploy,0x0,-,-,-,-,svc_backup,55740,-,-,-,-,A Kerberos service ticket was requested.
100078,5/1/2026 16:06,VPN-GW01,System,Service Control Manager,7045,Warning,Service Install,j.smith,WHEELIEGOOD,j.smith,WHEELIEGOOD,-,192.168.1.55,WS-FIN-007,-,-,-,-,EDRAgent,\\FILE01\HR,0x0,-,-,-,-,j.smith,50453,-,-,-,Persistence or Service Change Monitoring,A service was installed in the system.
100079,5/1/2026 16:16,WS-FIN-007,Security,Microsoft-Windows-Security-Auditing,4740,Warning,User Account Management,s.nguyen,WHEELIEGOOD,a.patel,WHEELIEGOOD,3,-,WS-FIN-007,-,-,-,-,-,\\FILE01\HR,0x0,-,-,-,-,s.nguyen,-,-,-,-,-,A user account was locked out.
100080,5/1/2026 16:25,WS-FIN-007,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,3,Information,Network Connection,admin.casey,CORP,admin.casey,CORP,-,192.168.1.55,WS-FIN-007,-,-,-,-,-,\\FILE01\HR,0x0,-,-,-,-,admin.casey,51997,198.51.100.50,3389,TCP,Endpoint Activity Monitoring,Sysmon network connection detected.
100081,5/1/2026 16:30,WS-HR-003,Security,Microsoft-Windows-Security-Auditing,4624,Information,Logon,m.jones,WHEELIEGOOD,m.jones,WHEELIEGOOD,11,172.16.4.11,JUMP01,-,-,-,-,-,-,0x0,-,-,-,-,m.jones,62724,-,-,-,-,An account was successfully logged on.
100082,5/1/2026 16:39,DC02,Security,Microsoft-Windows-Security-Auditing,4624,Information,Logon,guest,WHEELIEGOOD,guest,WHEELIEGOOD,5,10.10.8.44,VPN-GW01,-,-,-,-,-,\\FILE01\HR,0x0,-,-,-,-,guest,53205,-,-,-,-,An account was successfully logged on.
100083,5/1/2026 16:43,DC01,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,3,Information,Network Connection,svc_backup,CORP,svc_backup,CORP,-,192.168.1.55,WS-ENG-014,-,-,-,-,-,\\FILE01\HR,0x0,-,-,-,-,svc_backup,56701,198.51.100.50,5985,TCP,Endpoint Activity Monitoring,Sysmon network connection detected.
100084,5/1/2026 16:51,VPN-GW01,Security,Microsoft-Windows-Security-Auditing,4768,Information,Kerberos Authentication Service,m.jones,CORP,m.jones,CORP,-,192.168.1.55,VPN-GW01,-,-,-,-,-,\\FILE01\Finance,0x0,-,-,-,-,m.jones,29564,-,-,-,-,A Kerberos authentication ticket was requested.
100085,5/1/2026 16:58,JUMP01,Security,Microsoft-Windows-Security-Auditing,4624,Information,Logon,krbtgt,CORP,krbtgt,CORP,10,-,-,-,-,-,-,-,-,0x0,-,-,-,-,krbtgt,-,-,-,-,-,An account was successfully logged on.
100086,5/1/2026 17:05,WS-HR-003,Security,Microsoft-Windows-Security-Auditing,4768,Information,Kerberos Authentication Service,svc_backup,WHEELIEGOOD,svc_backup,WHEELIEGOOD,-,10.10.8.44,WS-HR-003,-,-,-,-,-,\\FILE01\Finance,0x0,-,-,-,-,svc_backup,50207,-,-,-,-,A Kerberos authentication ticket was requested.
100087,5/1/2026 17:11,FILE01,Security,Microsoft-Windows-Security-Auditing,4769,Information,Kerberos Service Ticket Operations,svc_backup,WHEELIEGOOD,svc_backup,WHEELIEGOOD,-,198.51.100.24,-,-,-,-,-,-,\\FILE01\Finance,0x0,-,-,-,-,svc_backup,32976,-,-,-,-,A Kerberos service ticket was requested.
100088,5/1/2026 17:16,APP01,Security,Microsoft-Windows-Security-Auditing,4625,Warning,Logon,r.thomas,CORP,r.thomas,CORP,10,172.16.4.11,JUMP01,-,-,-,-,-,\\FILE01\Finance,0xC0000234,0xC0000234,Account locked out,-,-,r.thomas,6634,-,-,-,Authentication Failure Monitoring,An account failed to log on.
100089,5/1/2026 17:23,FILE01,Security,Microsoft-Windows-Security-Auditing,4625,Warning,Logon,admin.casey,WHEELIEGOOD,admin.casey,WHEELIEGOOD,7,198.51.100.24,VPN-GW01,-,-,-,-,-,\\FILE01\HR,0xC0000072,0xC0000072,Account disabled,-,-,admin.casey,20307,-,-,-,Authentication Failure Monitoring,An account failed to log on.
100090,5/1/2026 17:34,FILE01,Security,Microsoft-Windows-Security-Auditing,4625,Warning,Logon,s.nguyen,CORP,s.nguyen,CORP,10,-,WS-HR-003,-,-,-,-,-,\\APP01\Deploy,0xC0000072,0xC0000072,Account disabled,-,-,s.nguyen,-,-,-,-,Authentication Failure Monitoring,An account failed to log on.
100091,5/1/2026 17:39,JUMP01,Security,Microsoft-Windows-Security-Auditing,4768,Information,Kerberos Authentication Service,svc_backup,CORP,svc_backup,CORP,-,198.51.100.24,WS-HR-003,-,-,-,-,-,\\APP01\Deploy,0x0,-,-,-,-,svc_backup,16132,-,-,-,-,A Kerberos authentication ticket was requested.
100092,5/1/2026 17:49,WS-FIN-007,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,22,Information,DNS Query,svc_backup,WHEELIEGOOD,svc_backup,WHEELIEGOOD,-,45.83.64.12,-,-,-,-,-,-,\\FILE01\Finance,0x0,-,-,-,-,svc_backup,13576,-,-,UDP,Endpoint Activity Monitoring,Sysmon DNS query event.
100093,5/1/2026 17:52,VPN-GW01,Security,Microsoft-Windows-Security-Auditing,4625,Warning,Logon,r.thomas,CORP,r.thomas,CORP,5,10.10.8.44,-,-,-,-,-,-,\\APP01\Deploy,0xC000006D,0xC000006D,Bad username or authentication information,-,-,r.thomas,12783,-,-,-,Authentication Failure Monitoring,An account failed to log on.
100094,5/1/2026 18:03,DC01,Security,Microsoft-Windows-Security-Auditing,4688,Information,Process Creation,helpdesk01,WHEELIEGOOD,helpdesk01,WHEELIEGOOD,-,172.16.4.11,WS-ENG-014,C:\Windows\System32\cmd.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,powershell.exe -ExecutionPolicy Bypass -File C:\Scripts\backup.ps1,-,-,\\FILE01\Finance,0x0,-,-,-,-,helpdesk01,42827,-,-,-,Endpoint Activity Monitoring,A new process has been created.
100095,5/1/2026 18:07,DC02,Security,Microsoft-Windows-Security-Auditing,4776,Warning,Credential Validation,j.smith,CORP,j.smith,CORP,-,198.51.100.24,LAPTOP-221,-,-,-,-,-,\\FILE01\Finance,0xC0000072,0xC0000072,Account disabled,-,-,j.smith,64298,-,-,-,Authentication Failure Monitoring,The domain controller attempted to validate credentials.
100096,5/1/2026 18:16,WS-HR-003,Security,Microsoft-Windows-Security-Auditing,4732,Warning,Security Group Management,admin.casey,WHEELIEGOOD,m.jones,WHEELIEGOOD,-,10.10.8.44,LAPTOP-221,-,-,-,-,-,\\FILE01\HR,0x0,-,-,-,Domain Admins,admin.casey,10967,-,-,-,Account and Group Change Monitoring,A member was added to a security-enabled local group.
100097,5/1/2026 18:23,WS-HR-003,Security,Microsoft-Windows-Security-Auditing,4624,Information,Logon,m.jones,WHEELIEGOOD,m.jones,WHEELIEGOOD,7,10.10.8.44,JUMP01,-,-,-,-,-,\\FILE01\Finance,0x0,-,-,-,-,m.jones,51859,-,-,-,-,An account was successfully logged on.
100098,5/1/2026 18:30,FILE01,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,1,Information,Process Create,admin.casey,CORP,admin.casey,CORP,-,172.16.4.11,-,C:\Windows\System32\svchost.exe,C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE,schtasks.exe /query /fo LIST,-,-,\\FILE01\HR,0x0,-,-,-,-,admin.casey,40976,-,-,-,Endpoint Activity Monitoring,Sysmon process creation event.
100099,5/1/2026 18:34,WS-FIN-007,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,1,Information,Process Create,krbtgt,WHEELIEGOOD,krbtgt,WHEELIEGOOD,-,172.16.4.11,VPN-GW01,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\Windows\System32\services.exe,powershell.exe Get-Process,-,-,\\FILE01\HR,0x0,-,-,-,-,krbtgt,11282,-,-,-,Endpoint Activity Monitoring,Sysmon process creation event.
100100,5/1/2026 18:42,FILE01,Security,Microsoft-Windows-Security-Auditing,4624,Information,Logon,admin.casey,CORP,admin.casey,CORP,3,172.16.4.11,WS-ENG-014,-,-,-,-,-,\\APP01\Deploy,0x0,-,-,-,-,admin.casey,47094,-,-,-,-,An account was successfully logged on.
100101,5/1/2026 18:52,DC02,Security,Microsoft-Windows-Security-Auditing,4769,Information,Kerberos Service Ticket Operations,krbtgt,WHEELIEGOOD,krbtgt,WHEELIEGOOD,-,172.16.4.11,-,-,-,-,-,-,\\FILE01\Finance,0x0,-,-,-,-,krbtgt,28885,-,-,-,-,A Kerberos service ticket was requested.
100102,5/1/2026 18:54,JUMP01,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,11,Information,File Create,s.nguyen,WHEELIEGOOD,s.nguyen,WHEELIEGOOD,-,172.16.4.11,-,C:\Windows\System32\wscript.exe,-,-,C:\Windows\Temp\update.tmp,-,\\FILE01\Finance,0x0,-,-,-,-,s.nguyen,52969,-,-,-,Endpoint Activity Monitoring,Sysmon file creation event.
100103,5/1/2026 19:05,WS-HR-003,Security,Microsoft-Windows-Security-Auditing,4688,Information,Process Creation,admin.casey,WHEELIEGOOD,admin.casey,WHEELIEGOOD,-,198.51.100.24,VPN-GW01,C:\Windows\System32\services.exe,C:\Windows\System32\cmd.exe,powershell.exe -ExecutionPolicy Bypass -File C:\Scripts\backup.ps1,-,-,-,0x0,-,-,-,-,admin.casey,29712,-,-,-,Endpoint Activity Monitoring,A new process has been created.
100104,5/1/2026 19:08,DC01,System,Service Control Manager,7045,Warning,Service Install,svc_sql,CORP,svc_sql,CORP,-,-,WS-HR-003,-,-,-,-,Spooler,\\FILE01\Finance,0x0,-,-,-,-,svc_sql,-,-,-,-,Persistence or Service Change Monitoring,A service was installed in the system.
100105,5/1/2026 19:19,DC01,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,3,Information,Network Connection,krbtgt,CORP,krbtgt,CORP,-,-,WS-ENG-014,-,-,-,-,-,-,0x0,-,-,-,-,krbtgt,-,10.10.3.25,445,TCP,Endpoint Activity Monitoring,Sysmon network connection detected.
100106,5/1/2026 19:24,WS-ENG-014,Security,Microsoft-Windows-Security-Auditing,4634,Information,Logoff,guest,CORP,guest,CORP,7,198.51.100.24,WS-ENG-014,-,-,-,-,-,-,0x0,-,-,-,-,guest,22867,-,-,-,-,An account was logged off.
100107,5/1/2026 19:32,DC02,Security,Microsoft-Windows-Security-Auditing,4688,Information,Process Creation,a.patel,CORP,a.patel,CORP,-,203.0.113.77,VPN-GW01,C:\Windows\System32\net.exe,C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE,"rundll32.exe shell32.dll,Control_RunDLL",-,-,\\FILE01\HR,0x0,-,-,-,-,a.patel,30831,-,-,-,Endpoint Activity Monitoring,A new process has been created.
100108,5/1/2026 19:40,APP01,System,Service Control Manager,7036,Information,Service State,r.thomas,CORP,r.thomas,CORP,-,10.10.8.44,-,-,-,-,-,RemoteRegistry,\\FILE01\HR,0x0,-,-,-,-,r.thomas,44124,-,-,-,-,The service entered the running or stopped state.
100109,5/1/2026 19:46,VPN-GW01,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,1,Information,Process Create,svc_sql,WHEELIEGOOD,svc_sql,WHEELIEGOOD,-,10.10.20.88,JUMP01,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,wscript.exe C:\Users\Public\login.vbs,-,-,-,0x0,-,-,-,-,svc_sql,50830,-,-,-,Endpoint Activity Monitoring,Sysmon process creation event.
100110,5/1/2026 19:50,WS-FIN-007,Security,Microsoft-Windows-Security-Auditing,4732,Warning,Security Group Management,r.thomas,WHEELIEGOOD,m.jones,WHEELIEGOOD,-,172.16.4.11,LAPTOP-221,-,-,-,-,-,\\FILE01\Finance,0x0,-,-,-,Domain Admins,r.thomas,47540,-,-,-,Account and Group Change Monitoring,A member was added to a security-enabled local group.
100111,5/1/2026 19:58,WS-HR-003,Security,Microsoft-Windows-Security-Auditing,4624,Information,Logon,helpdesk01,WHEELIEGOOD,helpdesk01,WHEELIEGOOD,2,45.83.64.12,LAPTOP-221,-,-,-,-,-,\\FILE01\HR,0x0,-,-,-,-,helpdesk01,31265,-,-,-,-,An account was successfully logged on.
100112,5/1/2026 20:06,WS-ENG-014,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,22,Information,DNS Query,admin.casey,CORP,admin.casey,CORP,-,45.83.64.12,VPN-GW01,-,-,-,-,-,-,0x0,-,-,-,-,admin.casey,55728,-,-,UDP,Endpoint Activity Monitoring,Sysmon DNS query event.
100113,5/1/2026 20:12,VPN-GW01,Security,Microsoft-Windows-Security-Auditing,4771,Warning,Kerberos Authentication Service,s.nguyen,CORP,s.nguyen,CORP,-,45.83.64.12,WS-FIN-007,-,-,-,-,-,\\FILE01\Finance,0xC0000072,0xC0000072,Account disabled,-,-,s.nguyen,57648,-,-,-,Authentication Failure Monitoring,Kerberos pre-authentication failed.
100114,5/1/2026 20:20,WS-HR-003,Security,Microsoft-Windows-Security-Auditing,4771,Warning,Kerberos Authentication Service,svc_sql,CORP,svc_sql,CORP,-,45.83.64.12,WS-HR-003,-,-,-,-,-,\\APP01\Deploy,0xC000006A,0xC000006A,Bad password,-,-,svc_sql,55908,-,-,-,Authentication Failure Monitoring,Kerberos pre-authentication failed.
100115,5/1/2026 20:27,VPN-GW01,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,22,Information,DNS Query,a.patel,CORP,a.patel,CORP,-,45.83.64.12,LAPTOP-221,-,-,-,-,-,\\APP01\Deploy,0x0,-,-,-,-,a.patel,37194,-,-,UDP,Endpoint Activity Monitoring,Sysmon DNS query event.
100116,5/1/2026 20:33,FILE01,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,1,Information,Process Create,admin.casey,CORP,admin.casey,CORP,-,10.10.20.88,VPN-GW01,C:\Windows\System32\rundll32.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,net.exe user /domain,-,-,-,0x0,-,-,-,-,admin.casey,3884,-,-,-,Endpoint Activity Monitoring,Sysmon process creation event.
100117,5/1/2026 20:43,VPN-GW01,Security,Microsoft-Windows-Security-Auditing,4688,Information,Process Creation,svc_sql,CORP,svc_sql,CORP,-,10.10.12.19,LAPTOP-221,C:\Windows\System32\cmd.exe,C:\Windows\System32\services.exe,schtasks.exe /query /fo LIST,-,-,\\APP01\Deploy,0x0,-,-,-,-,svc_sql,58020,-,-,-,Endpoint Activity Monitoring,A new process has been created.
100118,5/1/2026 20:51,VPN-GW01,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,1,Information,Process Create,m.jones,CORP,m.jones,CORP,-,10.10.5.23,VPN-GW01,C:\Windows\System32\wscript.exe,C:\Windows\System32\cmd.exe,wscript.exe C:\Users\Public\login.vbs,-,-,\\FILE01\Finance,0x0,-,-,-,-,m.jones,5927,-,-,-,Endpoint Activity Monitoring,Sysmon process creation event.
100119,5/1/2026 20:58,WS-HR-003,Security,Microsoft-Windows-Security-Auditing,4771,Warning,Kerberos Authentication Service,svc_backup,CORP,svc_backup,CORP,-,10.10.8.44,-,-,-,-,-,-,-,0xC0000234,0xC0000234,Account locked out,-,-,svc_backup,63554,-,-,-,Authentication Failure Monitoring,Kerberos pre-authentication failed.
100120,5/1/2026 21:05,VPN-GW01,Security,Microsoft-Windows-Security-Auditing,4688,Information,Process Creation,helpdesk01,WHEELIEGOOD,helpdesk01,WHEELIEGOOD,-,-,WS-ENG-014,C:\Windows\System32\rundll32.exe,C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE,powershell.exe Get-Process,-,-,\\FILE01\HR,0x0,-,-,-,-,helpdesk01,-,-,-,-,Endpoint Activity Monitoring,A new process has been created.
100121,5/1/2026 21:12,DC02,Security,Microsoft-Windows-Security-Auditing,4768,Information,Kerberos Authentication Service,krbtgt,WHEELIEGOOD,krbtgt,WHEELIEGOOD,-,198.51.100.24,WS-FIN-007,-,-,-,-,-,\\APP01\Deploy,0x0,-,-,-,-,krbtgt,60230,-,-,-,-,A Kerberos authentication ticket was requested.
100122,5/1/2026 21:15,DC01,Security,Microsoft-Windows-Security-Auditing,4740,Warning,User Account Management,svc_backup,WHEELIEGOOD,svc_sql,WHEELIEGOOD,5,172.16.4.11,WS-HR-003,-,-,-,-,-,\\FILE01\Finance,0x0,-,-,-,-,svc_backup,35834,-,-,-,-,A user account was locked out.
100123,5/1/2026 21:24,WS-ENG-014,Security,Microsoft-Windows-Security-Auditing,4768,Information,Kerberos Authentication Service,a.patel,WHEELIEGOOD,a.patel,WHEELIEGOOD,-,10.10.8.44,JUMP01,-,-,-,-,-,\\FILE01\Finance,0x0,-,-,-,-,a.patel,33639,-,-,-,-,A Kerberos authentication ticket was requested.
100124,5/1/2026 21:30,WS-ENG-014,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,22,Information,DNS Query,s.nguyen,CORP,s.nguyen,CORP,-,172.16.4.11,LAPTOP-221,-,-,-,-,-,\\FILE01\HR,0x0,-,-,-,-,s.nguyen,59934,-,-,UDP,Endpoint Activity Monitoring,Sysmon DNS query event.
100125,5/1/2026 21:37,WS-HR-003,Security,Microsoft-Windows-Security-Auditing,4769,Information,Kerberos Service Ticket Operations,krbtgt,WHEELIEGOOD,krbtgt,WHEELIEGOOD,-,10.10.8.44,LAPTOP-221,-,-,-,-,-,\\APP01\Deploy,0x0,-,-,-,-,krbtgt,42897,-,-,-,-,A Kerberos service ticket was requested.
100126,5/1/2026 21:45,WS-HR-003,Security,Microsoft-Windows-Security-Auditing,4768,Information,Kerberos Authentication Service,admin.casey,CORP,admin.casey,CORP,-,10.10.20.88,LAPTOP-221,-,-,-,-,-,\\FILE01\HR,0x0,-,-,-,-,admin.casey,16569,-,-,-,-,A Kerberos authentication ticket was requested.
100127,5/1/2026 21:52,APP01,Security,Microsoft-Windows-Security-Auditing,4672,Information,Special Logon,guest,CORP,guest,CORP,11,172.16.4.11,WS-ENG-014,-,-,-,-,-,\\APP01\Deploy,0x0,-,-,SeSecurityPrivilege;SeTakeOwnershipPrivilege;SeDebugPrivilege,-,guest,1554,-,-,-,-,Special privileges assigned to new logon.
100128,5/1/2026 21:58,DC01,Microsoft-Windows-Sysmon/Operational,Microsoft-Windows-Sysmon,3,Information,Network Connection,guest,CORP,guest,CORP,-,172.16.4.11,-,-,-,-,-,-,\\FILE01\Finance,0x0,-,-,-,-,guest,42745,10.10.3.25,3389,TCP,Endpoint Activity Monitoring,Sysmon network connection detected.
100129,5/1/2026 22:03,WS-HR-003,Security,Microsoft-Windows-Security-Auditing,4624,Information,Logon,krbtgt,WHEELIEGOOD,krbtgt,WHEELIEGOOD,11,10.10.8.44,VPN-GW01,-,-,-,-,-,\\APP01\Deploy,0x0,-,-,-,-,krbtgt,52706,-,-,-,-,An account was successfully logged on.
100130,5/1/2026 22:12,DC01,Security,Microsoft-Windows-Security-Auditing,4769,Information,Kerberos Service Ticket Operations,guest,CORP,guest,CORP,-,10.10.12.19,WS-ENG-014,-,-,-,-,-,\\APP01\Deploy,0x0,-,-,-,-,guest,50010,-,-,-,-,A Kerberos service ticket was requested.
100131,5/1/2026 22:21,WS-ENG-014,Security,Microsoft-Windows-Security-Auditing,4768,Information,Kerberos Authentication Service,s.nguyen,WHEELIEGOOD,s.nguyen,WHEELIEGOOD,-,45.83.64.12,WS-HR-003,-,-,-,-,-,\\APP01\Deploy,0x0,-,-,-,-,s.nguyen,55449,-,-,-,-,A Kerberos authentication ticket was requested.
100132,5/1/2026 22:27,WS-HR-003,Security,Microsoft-Windows-Security-Auditing,4624,Information,Logon,admin.casey,CORP,admin.casey,CORP,2,192.168.1.55,-,-,-,-,-,-,\\FILE01\HR,0x0,-,-,-,-,admin.casey,10248,-,-,-,-,An account was successfully logged on.
100133,5/1/2026 22:33,FILE01,Security,Microsoft-Windows-Security-Auditing,4625,Warning,Logon,helpdesk01,CORP,helpdesk01,CORP,2,10.10.8.44,-,-,-,-,-,-,\\FILE01\HR,0xC0000072,0xC0000072,Account disabled,-,-,helpdesk01,30828,-,-,-,Authentication Failure Monitoring,An account failed to log on.
100134,5/1/2026 22:39,WS-HR-003,Security,Microsoft-Windows-Security-Auditing,4672,Information,Special Logon,guest,CORP,guest,CORP,11,192.168.1.55,WS-ENG-014,-,-,-,-,-,-,0x0,-,-,SeSecurityPrivilege;SeTakeOwnershipPrivilege;SeDebugPrivilege,-,guest,2664,-,-,-,-,Special privileges assigned to new logon.
100135,5/1/2026 22:50,JUMP01,Security,Microsoft-Windows-Security-Auditing,4698,Warning,Task Scheduler,svc_backup,WHEELIEGOOD,svc_backup,WHEELIEGOOD,-,10.10.8.44,VPN-GW01,-,-,-,\Temp\OneTimeJob,-,\\APP01\Deploy,0x0,-,-,-,-,svc_backup,43572,-,-,-,Persistence or Service Change Monitoring,A scheduled task was created.
100136,5/1/2026 22:55,DC02,Security,Microsoft-Windows-Security-Auditing,4768,Information,Kerberos Authentication Service,a.patel,WHEELIEGOOD,a.patel,WHEELIEGOOD,-,10.10.5.23,WS-HR-003,-,-,-,-,-,\\FILE01\HR,0x0,-,-,-,-,a.patel,7393,-,-,-,-,A Kerberos authentication ticket was requested.
100137,5/1/2026 23:04,JUMP01,Security,Microsoft-Windows-Security-Auditing,4625,Warning,Logon,a.patel,CORP,a.patel,CORP,10,198.51.100.24,WS-HR-003,-,-,-,-,-,\\FILE01\Finance,0xC0000072,0xC0000072,Account disabled,-,-,a.patel,59050,-,-,-,Authentication Failure Monitoring,An account failed to log on.
100138,5/1/2026 23:11,DC02,Security,Microsoft-Windows-Security-Auditing,4768,Information,Kerberos Authentication Service,admin.casey,CORP,admin.casey,CORP,-,172.16.4.11,WS-ENG-014,-,-,-,-,-,\\APP01\Deploy,0x0,-,-,-,-,admin.casey,15262,-,-,-,-,A Kerberos authentication ticket was requested.
100139,5/1/2026 23:15,VPN-GW01,Security,Microsoft-Windows-Security-Auditing,4769,Information,Kerberos Service Ticket Operations,s.nguyen,CORP,s.nguyen,CORP,-,10.10.8.44,VPN-GW01,-,-,-,-,-,\\APP01\Deploy,0x0,-,-,-,-,s.nguyen,4992,-,-,-,-,A Kerberos service ticket was requested.
100140,5/1/2026 23:18,DC01,Security,Microsoft-Windows-Security-Auditing,4625,Warning,Logon,m.rivera,CORP,m.rivera,CORP,10,198.51.100.88,VPN-GW01,-,-,-,-,-,-,0xC000006A,0xC000006A,Bad password,-,-,m.rivera,55101,-,-,-,Authentication Failure Monitoring,Failed remote logon attempt for m.rivera from VPN source.
100141,5/1/2026 23:20,DC01,Security,Microsoft-Windows-Security-Auditing,4625,Warning,Logon,m.rivera,CORP,m.rivera,CORP,10,198.51.100.88,VPN-GW01,-,-,-,-,-,-,0xC000006A,0xC000006A,Bad password,-,-,m.rivera,55108,-,-,-,Authentication Failure Monitoring,Second failed remote logon attempt for m.rivera from same source.
100142,5/1/2026 23:22,DC01,Security,Microsoft-Windows-Security-Auditing,4625,Warning,Logon,m.rivera,CORP,m.rivera,CORP,10,198.51.100.88,VPN-GW01,-,-,-,-,-,-,0xC000006A,0xC000006A,Bad password,-,-,m.rivera,55115,-,-,-,Authentication Failure Monitoring,Third failed remote logon attempt for m.rivera from same source.
100143,5/1/2026 23:24,DC01,Security,Microsoft-Windows-Security-Auditing,4624,Information,Logon,m.rivera,CORP,m.rivera,CORP,10,198.51.100.88,VPN-GW01,-,-,-,-,-,-,0x0,-,-,-,-,m.rivera,55122,-,-,-,Successful Logon Monitoring,An account was successfully logged on after repeated failed attempts.
100144,5/1/2026 23:27,DC01,Security,Microsoft-Windows-Security-Auditing,4625,Warning,Logon,t.brooks,CORP,t.brooks,CORP,10,203.0.113.45,WS-FIN-019,-,-,-,-,-,-,0xC000006A,0xC000006A,Bad password,-,-,t.brooks,55201,-,-,-,Authentication Failure Monitoring,Failed workstation logon attempt for t.brooks.
100145,5/1/2026 23:29,DC01,Security,Microsoft-Windows-Security-Auditing,4625,Warning,Logon,t.brooks,CORP,t.brooks,CORP,10,203.0.113.45,WS-FIN-019,-,-,-,-,-,-,0xC000006A,0xC000006A,Bad password,-,-,t.brooks,55205,-,-,-,Authentication Failure Monitoring,Second failed workstation logon attempt for t.brooks from same source.
100146,5/1/2026 23:31,DC01,Security,Microsoft-Windows-Security-Auditing,4624,Information,Logon,t.brooks,CORP,t.brooks,CORP,10,203.0.113.45,WS-FIN-019,-,-,-,-,-,-,0x0,-,-,-,-,t.brooks,55210,-,-,-,Successful Logon Monitoring,An account was successfully logged on after repeated failed attempts.
100147,5/1/2026 23:34,DC01,Security,Microsoft-Windows-Security-Auditing,4625,Warning,Logon,m.rivera,CORP,m.rivera,CORP,10,198.51.100.88,VPN-GW01,-,-,-,-,-,-,0xC000006A,0xC000006A,Bad password,-,-,m.rivera,55131,-,-,-,Authentication Failure Monitoring,Additional failed logon attempt for m.rivera after prior successful access.
100148,5/1/2026 23:36,DC01,Security,Microsoft-Windows-Security-Auditing,4625,Warning,Logon,m.rivera,CORP,m.rivera,CORP,10,198.51.100.88,VPN-GW01,-,-,-,-,-,-,0xC000006A,0xC000006A,Bad password,-,-,m.rivera,55136,-,-,-,Authentication Failure Monitoring,Second additional failed logon attempt for m.rivera after prior successful access.
100149,5/1/2026 23:38,DC01,Security,Microsoft-Windows-Security-Auditing,4624,Information,Logon,m.rivera,CORP,m.rivera,CORP,10,198.51.100.88,VPN-GW01,-,-,-,-,-,-,0x0,-,-,-,-,m.rivera,55142,-,-,-,Successful Logon Monitoring,An account was successfully logged on after repeated failed attempts.
